filename,kernel_name,compilation_success,execution_success,time_us,time_ms,error
1029_0_gpu_grayscale.cu,1029_0_gpu_grayscale,True,True,0.07031,7.031e-05,
1029_1_gpu_gaussian.cu,1029_1_gpu_gaussian,True,True,0.070278,7.0278e-05,
1029_2_gpu_sobel.cu,1029_2_gpu_sobel,True,True,0.070366,7.0366e-05,
10383_0_batcherBitonicMergesort64.cu,10383_0_batcherBitonicMergesort64,True,True,0.066423,6.6423e-05,
10383_20_global_reduce_kernel.cu,10383_20_global_reduce_kernel,True,True,0.066918,6.6918e-05,
10383_21_shmem_reduce_kernel.cu,10383_21_shmem_reduce_kernel,True,True,0.065831,6.5831e-05,
10383_24_hello.cu,10383_24_hello,True,True,0.058652,5.8652e-05,
10383_28_hello.cu,10383_28_hello,True,True,0.058559,5.8559e-05,
10383_9_remove_redness_from_coordinates.cu,10383_9_remove_redness_from_coordinates,True,True,0.083912,8.3912e-05,
10393_4_relu.cu,10393_4_relu,True,True,0.070273,7.0273e-05,
10393_5_relu_backward.cu,10393_5_relu_backward,True,True,0.073121,7.3121e-05,
10406_0_kernelAddConstant.cu,10406_0_kernelAddConstant,True,True,0.072564,7.2564e-05,
1040_1_delete_rows_and_columns.cu,1040_1_delete_rows_and_columns,True,True,0.079404,7.9404e-05,
10426_0_gaxpymm.cu,10426_0_gaxpymm,True,True,0.075494,7.5494e-05,
10426_1_gaxpy.cu,10426_1_gaxpy,True,True,0.07275,7.275e-05,
10492_1_reduceArgMaxKernel.cu,10492_1_reduceArgMaxKernel,True,True,0.076892,7.6892e-05,
104_0_total.cu,104_0_total,True,True,0.068917,6.8917e-05,
104_2_matrixMultiplyTiled.cu,104_2_matrixMultiplyTiled,True,True,0.08263,8.263e-05,
104_3_matrixMultiply.cu,104_3_matrixMultiply,True,True,0.084454,8.4454e-05,
104_4_post_scan.cu,104_4_post_scan,True,True,0.073651,7.3651e-05,
104_5_scan.cu,104_5_scan,True,True,0.07045,7.045e-05,
10615_4_tonemap_adaptive.cu,10615_4_tonemap_adaptive,True,True,0.085454,8.5454e-05,
10615_5_tonemap_logarithmic.cu,10615_5_tonemap_logarithmic,True,True,0.077785,7.7785e-05,
10693_4_MatrixMul.cu,10693_4_MatrixMul,True,True,0.071096,7.1096e-05,
10693_5_MatrixMulSh.cu,10693_5_MatrixMulSh,True,True,0.070593,7.0593e-05,
10716_9_MatrixMul.cu,10716_9_MatrixMul,True,True,0.070712,7.0712e-05,
10790_97_NormalizeKernel.cu,10790_97_NormalizeKernel,True,True,0.081906,8.1906e-05,
10802_3_Histogram_kernel.cu,10802_3_Histogram_kernel,True,True,0.072915,7.2915e-05,
10802_7_non_max_supp_kernel.cu,10802_7_non_max_supp_kernel,True,True,0.073285,7.3285e-05,
10802_8_hyst_kernel.cu,10802_8_hyst_kernel,True,True,0.070306,7.0306e-05,
10835_97_NormalizeKernel.cu,10835_97_NormalizeKernel,True,True,0.073111,7.3111e-05,
11022_3_vsub.cu,11022_3_vsub,True,True,0.068877,6.8877e-05,
11022_4_vmul.cu,11022_4_vmul,True,True,0.068829,6.8829e-05,
11022_5_vdiv.cu,11022_5_vdiv,True,True,0.068892,6.8892e-05,
11022_6_dummy.cu,11022_6_dummy,True,True,0.058622,5.8622e-05,
11647_0_add.cu,11647_0_add,True,True,0.070538,7.0538e-05,
11647_10_add.cu,11647_10_add,True,True,0.070576,7.0576e-05,
11647_1_add.cu,11647_1_add,True,True,0.070694,7.0694e-05,
11647_2_add.cu,11647_2_add,True,True,0.072144,7.2144e-05,
11647_3_add.cu,11647_3_add,True,True,0.071107,7.1107e-05,
11647_4_add.cu,11647_4_add,True,True,0.070399,7.0399e-05,
11819_1_gpu_stencil2D_4pt_hack5_cp_rows.cu,11819_1_gpu_stencil2D_4pt_hack5_cp_rows,True,True,0.075223,7.5223e-05,
11846_10_atbashGPU.cu,11846_10_atbashGPU,True,True,0.068876,6.8876e-05,
11934_93_relu_gpu_forward.cu,11934_93_relu_gpu_forward,True,True,0.072251,7.2251e-05,
13126_0_leven.cu,13126_0_leven,True,True,0.07029,7.029e-05,
15753_199_downscale.cu,15753_199_downscale,True,True,0.084941,8.4941e-05,
15777_199_downscale.cu,15777_199_downscale,True,True,0.079628,7.9628e-05,
16427_1_horspool_match.cu,16427_1_horspool_match,True,True,0.080604,8.0604e-05,
1643_11_FluffyTail.cu,1643_11_FluffyTail,True,True,0.076874,7.6874e-05,
1_0_euclidean_kernel.cu,1_0_euclidean_kernel,True,True,0.091469,9.1469e-05,
1_14_getColNorms.cu,1_14_getColNorms,True,True,0.078302,7.8302e-05,
1_15_gpuFindMax.cu,1_15_gpuFindMax,True,True,0.071215,7.1215e-05,
1_16_gpuSwapCol.cu,1_16_gpuSwapCol,True,True,0.072878,7.2878e-05,
1_17_makeHVector.cu,1_17_makeHVector,True,True,0.068876,6.8876e-05,
1_18_UpdateHHNorms.cu,1_18_UpdateHHNorms,True,True,0.068795,6.8795e-05,
1_19_gpuKendall.cu,1_19_gpuKendall,True,True,0.076627,7.6627e-05,
1_1_euclidean_kernel_same.cu,1_1_euclidean_kernel_same,True,True,0.085402,8.5402e-05,
1_20_getRestricted.cu,1_20_getRestricted,True,True,0.102217,0.000102217,
1_21_getUnrestricted.cu,1_21_getUnrestricted,True,True,0.096551,9.6551e-05,
1_22_ftest.cu,1_22_ftest,True,True,0.10608,0.00010608,
1_2_maximum_kernel.cu,1_2_maximum_kernel,True,True,0.088903,8.8903e-05,
1_36_gpuMeans.cu,1_36_gpuMeans,True,True,0.078647,7.8647e-05,
1_37_gpuSD.cu,1_37_gpuSD,True,True,0.078503,7.8503e-05,
1_38_gpuPMCC.cu,1_38_gpuPMCC,True,True,0.090112,9.0112e-05,
1_39_gpuMeansNoTest.cu,1_39_gpuMeansNoTest,True,True,0.083004,8.3004e-05,
1_3_maximum_kernel_same.cu,1_3_maximum_kernel_same,True,True,0.083948,8.3948e-05,
1_40_gpuSDNoTest.cu,1_40_gpuSDNoTest,True,True,0.083996,8.3996e-05,
1_41_gpuPMCCNoTest.cu,1_41_gpuPMCCNoTest,True,True,0.086163,8.6163e-05,
1_42_gpuSignif.cu,1_42_gpuSignif,True,True,0.070326,7.0326e-05,
1_43_dUpdateSignif.cu,1_43_dUpdateSignif,True,True,0.07084,7.084e-05,
1_44_noNAsPmccMeans.cu,1_44_noNAsPmccMeans,True,True,0.070477,7.0477e-05,
1_45_scale.cu,1_45_scale,True,True,0.073432,7.3432e-05,
1_46_get_bin_scores.cu,1_46_get_bin_scores,True,True,0.086692,8.6692e-05,
1_47_get_entropy.cu,1_47_get_entropy,True,True,0.074778,7.4778e-05,
1_48_get_mi.cu,1_48_get_mi,True,True,0.090587,9.0587e-05,
